TAX CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1,11214.0,2.0,2.0,2090.0,1993.0,1945.0,1,0,2020-12-16
1,11214.0,2.0,2.0,1520.0,1944.0,1945.0,1,850000,2020-06-15
1,11228.0,2.0,2.0,1961.0,1224.0,1960.0,1,0,2020-07-28
1,11228.0,2.0,2.0,1763.0,992.0,1960.0,1,0,2021-03-15
1,11228.0,3.0,3.0,2320.0,2160.0,1930.0,1,1050000,2020-07-03
1,11214.0,3.0,3.0,1933.0,3180.0,2002.0,1,0,2020-05-22
1,11214.0,3.0,3.0,2500.0,2349.0,1930.0,1,0,2020-10-27
1,11214.0,3.0,3.0,3867.0,2940.0,1910.0,1,1780000,2021-03-12
1,11214.0,3.0,3.0,3142.0,3759.0,1910.0,1,0,2020-10-22
1,11228.0,3.0,3.0,1800.0,2268.0,1930.0,1,0,2020-07-24
1,11214.0,3.0,3.0,1933.0,2440.0,1970.0,1,1360168,2020-12-30
1,11214.0,3.0,3.0,1791.0,2400.0,1955.0,1,1530000,2020-08-26
1,11214.0,3.0,3.0,2900.0,2462.0,1910.0,1,0,2020-12-02
1,11214.0,3.0,3.0,2127.0,2032.0,1910.0,1,0,2020-07-28
1,11214.0,3.0,3.0,2467.0,3100.0,1965.0,1,0,2020-07-22
1,11214.0,3.0,3.0,3770.0,3400.0,1925.0,1,1800000,2021-03-17
1,11214.0,3.0,3.0,5700.0,2748.0,1901.0,1,1200000,2020-12-30
1,11214.0,3.0,3.0,1951.0,3074.0,2018.0,1,1998068,2020-09-02
1,11214.0,3.0,3.0,3298.0,3672.0,2018.0,1,2240150,2021-03-10
