TAX CLASS AT PRESENT,ZIP CODE,SALE PRICE,SALE DATE
1,11209.0,1450000,2020-09-04
1,11209.0,950000,2020-12-08
1,11209.0,1250000,2020-10-01
1,11209.0,1800000,2020-06-18
1,11209.0,1380000,2020-11-12
1,11228.0,500000,2021-03-23
1,11228.0,990000,2020-08-11
1,11209.0,900000,2020-04-03
1,11209.0,979446,2020-07-29
1,11209.0,932000,2020-04-16
1,11209.0,1310000,2020-10-08
1,11209.0,1105000,2020-07-30
1,11209.0,1320000,2020-07-30
1,11209.0,875000,2020-07-24
1,11209.0,1155000,2020-09-09
1,11209.0,990000,2021-03-26
1,11228.0,775000,2020-12-10
1,11228.0,830000,2020-04-13
1,11228.0,900000,2021-03-16
1,11209.0,923000,2020-12-29
1,11209.0,1100000,2021-03-09
1,11209.0,980000,2020-11-23
1,11220.0,1399000,2020-11-10
1,11209.0,1250000,2021-03-30
1,11209.0,1535000,2020-11-13
1,11209.0,1100000,2020-12-30
1,11209.0,1625000,2020-11-03
1,11209.0,1360000,2021-03-02
1,11209.0,1280000,2021-02-24
1A,11220.0,780000,2021-01-15
1A,11220.0,778000,2021-01-29
1A,11209.0,510000,2020-10-08
1A,11209.0,500000,2020-12-30
1A,11209.0,980000,2021-02-22
1A,11209.0,935000,2020-11-05
1A,11209.0,608000,2020-10-21
1A,11209.0,510000,2020-12-07
1A,11209.0,540000,2020-04-06
1A,11209.0,693000,2020-10-29
1A,11209.0,768000,2021-02-23
1A,11209.0,548000,2020-12-31
1A,11209.0,585000,2020-10-29
1A,11209.0,430500,2020-08-19
1B,11209.0,60000,2020-05-29
1B,11228.0,910000,2020-11-02
1,11209.0,780000,2020-07-24
2,11220.0,5485000,2020-06-09
2,11220.0,4580000,2020-06-11
2A,11220.0,1500000,2021-03-24
2,11209.0,2810000,2020-05-20
2A,11209.0,1195000,2021-01-13
2A,11228.0,800000,2020-12-07
2,11220.0,392000,2021-03-01
2,11220.0,440000,2021-02-09
2,11220.0,590000,2020-12-16
2,11220.0,320000,2020-04-01
2,11220.0,250000,2021-03-24
2,11220.0,340000,2020-05-28
2C,11209.0,535000,2021-03-22
2C,11209.0,520000,2020-11-13
2C,11209.0,550000,2020-07-02
2C,11209.0,310000,2020-12-24
2C,11209.0,609000,2020-05-13
2C,11209.0,310000,2020-04-02
2,11209.0,240000,2020-07-17
2,11209.0,290000,2020-06-15
2,11209.0,595000,2020-06-18
2,11209.0,295000,2020-07-20
2,11209.0,270000,2020-11-04
2,11209.0,200000,2020-11-20
2,11209.0,229000,2020-10-14
2,11209.0,315000,2021-03-16
2,11209.0,200000,2020-10-08
2,11209.0,575000,2020-07-16
2,11209.0,588000,2021-01-07
2,11209.0,220000,2021-01-07
2,11209.0,263888,2020-11-09
2,11209.0,325000,2021-01-07
2,11209.0,628000,2021-03-15
2,11209.0,345000,2021-01-21
2,11209.0,330000,2021-01-19
2,11209.0,220000,2020-07-16
2,11209.0,620000,2021-01-27
2,11220.0,434926,2020-10-06
2,11220.0,358126,2020-06-29
2,11220.0,394221,2020-10-27
2,11220.0,430656,2020-08-18
2,11220.0,456021,2021-01-27
2,11220.0,378722,2021-02-10
2,11220.0,394452,2020-04-08
2,11220.0,377262,2020-11-18
2,11220.0,254476,2020-06-03
2,11220.0,461386,2021-01-20
2,11220.0,394087,2020-04-28
2,11220.0,430291,2020-10-21
2,11220.0,512023,2021-01-27
2,11220.0,460000,2020-08-19
2,11220.0,359000,2020-11-19
2,11220.0,450000,2020-06-05
2,11220.0,499999,2020-10-28
2,11220.0,235000,2020-06-16
2,11220.0,340000,2020-04-30
2,11220.0,519000,2020-12-04
2,11220.0,200000,2020-11-23
2,11220.0,535000,2021-03-08
2,11220.0,525000,2020-04-23
2,11220.0,387000,2020-10-29
2,11220.0,305000,2020-05-20
2,11209.0,315000,2020-10-05
2,11209.0,412000,2020-11-25
2,11209.0,340000,2020-09-29
2,11209.0,412500,2020-05-20
2,11209.0,320000,2021-01-26
2,11209.0,320000,2021-02-12
2,11209.0,499000,2020-10-20
2,11209.0,370000,2020-09-09
2,11209.0,340000,2020-11-17
2,11209.0,365000,2020-10-26
2,11209.0,535000,2021-03-01
2,11209.0,239900,2020-07-30
2,11209.0,240000,2021-02-23
2,11209.0,360000,2021-03-09
2,11209.0,370000,2021-03-08
2,11209.0,180000,2021-01-19
2,11209.0,145000,2020-12-16
2,11209.0,399000,2020-09-18
2,11209.0,267500,2020-12-23
2,11209.0,605000,2021-01-28
2,11209.0,335000,2020-07-02
2,11209.0,415000,2020-07-30
2,11209.0,332000,2020-12-17
2,11209.0,606000,2021-02-25
2,11209.0,594000,2020-12-28
2,11209.0,375000,2021-01-13
2,11209.0,420000,2020-06-25
2,11209.0,248000,2020-12-30
2,11209.0,650000,2020-06-10
2,11209.0,340000,2020-12-23
2,11209.0,340000,2020-07-28
2,11209.0,285000,2021-03-09
2,11209.0,249000,2020-12-18
2,11209.0,255000,2021-02-03
2,11209.0,210000,2020-05-27
