TAX CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1,11105,2.0,2.0,2740.0,1600.0,1925.0,1,0,2021-03-02
1,11105,2.0,2.0,2046.0,1600.0,1925.0,1,950000,2021-03-10
1,11105,2.0,2.0,1800.0,1728.0,1935.0,1,0,2020-09-30
1,11105,2.0,2.0,1800.0,2304.0,1935.0,1,0,2021-03-30
1,11105,2.0,2.0,1800.0,1728.0,1935.0,1,1270000,2021-02-05
1,11105,2.0,2.0,1800.0,1728.0,1935.0,1,1325000,2020-07-30
1,11105,2.0,2.0,1260.0,1728.0,1930.0,1,0,2020-09-30
1,11105,2.0,2.0,1260.0,1728.0,1930.0,1,1175000,2021-01-13
1,11105,2.0,2.0,1260.0,1728.0,1930.0,1,0,2020-09-18
1,11105,2.0,2.0,1260.0,1728.0,1930.0,1,0,2021-03-15
1,11105,2.0,2.0,1260.0,2016.0,1930.0,1,0,2020-09-23
1,11105,2.0,2.0,1260.0,1728.0,1930.0,1,0,2020-05-22
1,11105,2.0,2.0,1440.0,2016.0,1930.0,1,0,2020-05-15
1,11105,2.0,2.0,3125.0,2280.0,1915.0,1,1820000,2020-06-09
1,11105,2.0,3.0,960.0,1660.0,1930.0,1,0,2020-12-16
1,11105,2.0,2.0,2500.0,2182.0,1925.0,1,0,2020-10-23
1,11105,2.0,2.0,2000.0,1720.0,1935.0,1,0,2020-11-20
1,11105,2.0,2.0,3050.0,1832.0,1930.0,1,0,2021-01-20
1,11105,2.0,2.0,2000.0,1720.0,1935.0,1,0,2020-07-20
1,11105,2.0,2.0,1625.0,2000.0,1925.0,1,1180000,2021-01-27
1,11105,2.0,2.0,1625.0,2509.0,1955.0,1,1150000,2020-07-15
1,11105,2.0,2.0,1208.0,2916.0,1920.0,1,0,2020-12-31
1,11103,2.0,2.0,2433.0,1364.0,1925.0,1,0,2020-12-16
